Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
Where in the World Is Osama Bin Laden?,6.6,5554,90,,,France,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Trek III: The Search for Spock,6.6,55198,105,"$17,000,000","$87,000,000 (Worldwide)",USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bandits,6.6,55024,123,"$80,000,000",,USA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bye Bye Birdie,6.6,5434,112,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
La boum,6.6,5430,110,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Appleseed Alpha,6.6,5425,93,,,Japan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beautiful Boy,6.6,5375,100,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Shot Andy Warhol,6.6,5368,103,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Addams Family Values,6.6,53558,94,,,USA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[Rec]?,6.6,52593,85,"$5,600,000","$18,497,446 (Worldwide) (18 July 2012)",Spain,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fierce People,6.6,5242,,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Agnes of God,6.6,5238,98,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Heart Is Deceitful Above All Things,6.6,5212,98,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Julien Donkey-Boy,6.6,5153,94,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kiss of the Dragon,6.6,51366,98,"$25,000,000",,France,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Joy Ride,6.6,51183,97,"$23,000,000","$37,000,000 (Worldwide)",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Titan A.E.,6.6,50678,94,"$75,000,000","$36,755,000 (Worldwide) (2000)",USA,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Fuk sau,6.6,5067,108,,,Hong Kong,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Night Falls on Manhattan,6.6,4927,113,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Candyman,6.6,48621,99,"$6,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Reckoning,6.6,4850,112,,,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Fanboys,6.6,48323,,"$3,900,000","$960,828 (worldwide)",USA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gojira: Fainaru u?zu,6.6,4823,125,,"$9,167,302 (worldwide)",Japan,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Kiss the Girls,6.6,47583,115,"$27,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
BASEketball,6.6,47579,103,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der bewegte Mann,6.6,4734,93,,,Germany,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K-19: The Widowmaker,6.6,47280,138,"$100,000,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
ACAB - All Cops Are Bastards,6.6,4710,112,"$5,000,000",,Italy,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
This Is Where I Leave You,6.6,47070,103,"$19,800,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Christine,6.6,46839,110,"$9,700,000",,USA,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Zulu Dawn,6.6,4669,117,,,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
A Nightmare on Elm Street 3: Dream Warriors,6.6,46468,96,"$4,500,000",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Chuck & Buck,6.6,4632,96,"$250,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Original Kings of Comedy,6.6,4620,115,"$3,000,000","$38,251,106 (worldwide)",USA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Dina,6.6,4607,125,,,Norway,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nanny McPhee,6.6,45816,97,"$25,000,000","$122,489,822 (Worldwide) (29 January 2007)",USA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Enter Nowhere,6.6,4573,90,"$500,000",,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Kit Kittredge: An American Girl,6.6,4550,101,"$10,000,000",,USA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Fasle kargadan,6.6,4545,88,,,Iran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Paulette,6.6,4490,87,,,France,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro,6.6,4488,,"$13,000,000",,Russia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Disgrace,6.6,4436,119,"$10,000,000",,Australia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Phase IV,6.6,4429,84,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Winning Season,6.6,4419,,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head,6.6,4411,86,"$750,000",,USA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Hoodwinked!,6.6,43934,80,"$15,000,000",,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friendship!,6.6,4343,,,,Germany,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El otro lado de la cama,6.6,4296,114,,,Spain,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Losing Isaiah,6.6,4291,111,"$17,000,000","$8,500,000 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Arabesque,6.6,4271,105,"$4,800,000",,USA,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
Ishaqzaade,6.6,4263,,,,India,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Entre tinieblas,6.6,4253,114,,,Spain,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cocoon,6.6,42421,117,,"$85,313,124 (worldwide)",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
My Date with Drew,6.6,4231,,"$1,100",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula Has Risen from the Grave,6.6,4230,92,,,UK,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Extreme Prejudice,6.6,4228,96,,,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
The Sisterhood of the Traveling Pants,6.6,42171,119,"$25,000,000","$42,013,878 (Worldwide) (14 November 2005)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sissi - Die junge Kaiserin,6.6,4200,107,,,Austria,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alexandra's Project,6.6,4187,,,,Australia,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Fort Apache the Bronx,6.6,4163,125,,"$65,200,000 (worldwide)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Star 80,6.6,4150,103,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jack & Sarah,6.6,4134,110,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Art of Getting By,6.6,41129,83,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Great Waldo Pepper,6.6,4112,107,,,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Copycat,6.6,40820,123,"$20,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Coffee Town,6.6,4070,87,"$2,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond Rangoon,6.6,4051,100,"$23,000,000","$14,700,000 (Worldwide)",UK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Twelve Chairs,6.6,4042,94,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only the Strong,6.6,4000,99,"$6,000,000",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Living Out Loud,6.6,3993,100,"$12,000,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Horseman,6.6,3992,96,,,Australia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arbitrage,6.6,39796,107,"$12,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The DUFF,6.6,39782,101,"$8,500,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Race with the Devil,6.6,3923,88,,,USA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Razor's Edge,6.6,3914,128,"$13,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Ils se mari?rent et eurent beaucoup d'enfants,6.6,3908,100,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Undefeated,6.6,3908,119,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
La moustache,6.6,3903,87,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Alone,6.6,3891,105,,,Thailand,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Magic in the Moonlight,6.6,38835,97,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gei ba ba de xin,6.6,3871,104,,,Hong Kong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telefon,6.6,3829,102,,,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The BFG,6.6,3825,87,,,UK,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Io e te,6.6,3814,103,,,Italy,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Revenge of the Nerds,6.6,37852,90,"$8,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mississippi Masala,6.6,3766,118,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Runaways,6.6,37612,106,"$10,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Courage Under Fire,6.6,37460,116,"$46,000,000","$100,860,818 (worldwide)",USA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
The Puffy Chair,6.6,3742,,"$15,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Tian bian yi duo yun,6.6,3736,,,,France,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Black Rain,6.6,37338,125,"$30,000,000","$134,212,055 (worldwide)",USA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Last Night,6.6,37217,93,,"$7,743,923 (Worldwide) (2 June 2011)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Safety of Objects,6.6,3709,121,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine on Leith,6.6,3702,100,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
The Big Store,6.6,3700,83,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sitcom,6.6,3699,85,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Tree,6.6,3638,,,"$2,378,574 (Worldwide) (15 January 2012)",France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Closing the Ring,6.6,3637,118,"$23,500,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bai ri yan huo,6.6,3602,110,,,China,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.6,36016,94,,,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Odd Life of Timothy Green,6.6,35615,105,,"$52,685,425 (Worldwide)",USA,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Ast?rix & Ob?lix: Mission Cl?op?tre,6.6,35525,107,,"$111,127,553 (worldwide)",France,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A Map of the World,6.6,3552,125,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spetters,6.6,3551,120,,,Netherlands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Party Girl,6.6,3542,94,"$150,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The King of Marvin Gardens,6.6,3518,103,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Vampire Lovers,6.6,3513,91,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Juggernaut,6.6,3504,109,,,UK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
For Greater Glory: The True Story of Cristiada,6.6,3472,,"$10,818,775","$10,818,775 (worldwide) (2012)",Mexico,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Touch of Pink,6.6,3460,91,,,Canada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Polis,6.6,3448,,,,Turkey,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Reality Bites,6.6,34337,99,"$11,500,000","$33,351,557 (worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Flyboys,6.6,34323,140,"$60,000,000",,UK,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The Best of Me,6.6,34286,118,"$26,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Tomb of Ligeia,6.6,3412,,,,UK,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Werner - Beinhart!,6.6,3404,93,,,Germany,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You Instead,6.6,3398,80,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gojira vs. Kingu Gidor?,6.6,3395,88,,"$10,764,102 (worldwide)",Japan,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Nie yin niang,6.6,3386,105,"$15,000,000",,Taiwan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Gauntlet,6.6,3350,80,,,USA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lady in the Lake,6.6,3346,105,,,USA,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Wyatt Earp,6.6,33330,191,"$63,000,000",,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Sesame Street Presents: Follow that Bird,6.6,3333,88,,,USA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Farewell to Arms,6.6,3332,80,"$800,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Dans Paris,6.6,3302,92,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Yumurta,6.6,3269,,,,Turkey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I corpi presentano tracce di violenza carnale,6.6,3269,,,,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Think Like a Man,6.6,32482,,"$12,000,000","$96,070,507 (Worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sex & Drugs & Rock & Roll,6.6,3235,115,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Life,6.6,32344,108,"$75,000,000","$73,521,587 (worldwide)",USA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Grass Is Greener,6.6,3232,104,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Un heureux ?v?nement,6.6,3230,107,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Une nouvelle amie,6.6,3204,108,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ma femme est une actrice,6.6,3193,95,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Incident at Loch Ness,6.6,3191,94,"$1,400,000",,UK,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hibernatus,6.6,3191,82,,,France,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Middle Men,6.6,31863,105,"$22,000,000","$24,493,605 (worldwide) (1 June 2015)",USA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Love Is a Many-Splendored Thing,6.6,3161,102,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
MacArthur,6.6,3159,130,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Personal Velocity: Three Portraits,6.6,3147,86,"$125,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Buddy Buddy,6.6,3141,96,"$10,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chato's Land,6.6,3138,110,,,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fuk sing go jiu,6.6,3137,,,,Hong Kong,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangkok Dangerous,6.6,3134,105,,,Thailand,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Cidade Baixa,6.6,3132,98,,,Brazil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Land of the Blind,6.6,3113,,"$18,000,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Severance,6.6,30954,96,,,UK,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Call Girl,6.6,3092,140,,,Sweden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Les amants criminels,6.6,3080,96,,,France,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The 24th Day,6.6,3076,92,"$1,000,000",,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Midnight in the Garden of Good and Evil,6.6,30683,155,"$30,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Mr. & Mrs. Khiladi,6.6,3068,133,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roxanne,6.6,30642,107,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gojira vs. Biorante,6.6,3049,104,,"$7,538,198 (worldwide)",Japan,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Armageddon,6.6,304334,151,"$140,000,000","$553,709,788 (Worldwide) (12 August 2012)",USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Summer of Sam,6.6,30410,142,"$22,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Juana la Loca,6.6,3034,115,,,Spain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Head On,6.6,3024,104,,,Australia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Aurangzeb,6.6,3021,137,,,India,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The House That Dripped Blood,6.6,2979,102,"$500,000",,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Operation Crossbow,6.6,2977,115,,,UK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Dr. Cabbie,6.6,2966,101,,,Canada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rushlights,6.6,2958,98,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Sudden Impact,6.6,29310,117,"$22,000,000",,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
There's Only One Jimmy Grimble,6.6,2926,106,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaij? s?shingeki,6.6,2891,,,,Japan,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Vault of Horror,6.6,2877,87,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Twins of Evil,6.6,2876,87,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frankenstein Created Woman,6.6,2873,86,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wild Zero,6.6,2872,98,,,Japan,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Man of La Mancha,6.6,2866,132,"$12,000,000",,Italy,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
The Battle of the River Plate,6.6,2859,119,,,UK,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hors la loi,6.6,2856,,,,France,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Torremolinos 73,6.6,2841,91,,,Spain,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Captain Kronos - Vampire Hunter,6.6,2835,91,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Third Miracle,6.6,2832,119,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dakota Skye,6.6,2831,,"$150,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Yadon ilaheyya,6.6,2830,92,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Spriggan,6.6,2815,,,,Japan,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Bi-mong,6.6,2803,95,,,South Korea,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
Promised Land,6.6,27983,,"$15,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wasabi,6.6,27902,94,,,France,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bedrooms and Hallways,6.6,2781,96,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Luv Shuv Tey Chicken Khurana,6.6,2773,140,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Left Handed Gun,6.6,2770,102,"$700,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Notorious,6.6,27603,128,"$20,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Heist,6.6,27469,109,"$35,000,000",,Canada,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Isle of the Dead,6.6,2739,71,,,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
The Glass Shield,6.6,2735,109,,,France,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journey Into Fear,6.6,2723,68,,,USA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
A Far Off Place,6.6,2720,100,,,USA,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Hababam sinifi g?le g?le,6.6,2720,,,,Turkey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Land of Women,6.6,27023,97,"$10,000,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Purple Violets,6.6,2693,103,"$4,000,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Apr?s vous...,6.6,2677,,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cannery Row,6.6,2672,120,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
All Over Me,6.6,2669,86,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hae anseon,6.6,2660,,,,South Korea,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Madame Bovary,6.6,2655,143,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Yeogo goedam II,6.6,2641,98,,,South Korea,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Shortbus,6.6,26401,101,"$2,000,000","$5,093,860 (Worldwide) (15 April 2007)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Great Outdoors,6.6,26340,91,"$24,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La ni?a santa,6.6,2624,106,"$1,400,000",,Argentina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
