Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
Bai she chuan shuo,5.9,6529,,,,China,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88 Minutes,5.9,63435,108,"$30,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Invasion,5.9,63006,99,"$80,000,000",,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Veteran,5.9,6247,98,,,UK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Snake Eyes,5.9,61958,98,"$69,000,000","$103,891,409 (Worldwide)",USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Returned,5.9,6186,98,"$5,000,000",,Spain,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
Terror Train,5.9,6163,97,"$3,500,000",,Canada,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
D?moni 2... l'incubo ritorna,5.9,6119,92,"$1,500,000",,Italy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Osterman Weekend,5.9,6100,103,,,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Circumstance,5.9,6065,107,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Fourth Kind,5.9,60510,98,"$10,000,000",,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
The Liability,5.9,6033,82,,,UK,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Premonition,5.9,60224,96,"$20,000,000","$84,146,832 (Worldwide)",USA,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
Nuns on the Run,5.9,6017,89,,,UK,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Ones,5.9,5976,100,,,South Africa,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
For Colored Girls,5.9,5960,,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Undercover Blues,5.9,5930,90,,,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock of Ages,5.9,59294,123,"$75,000,000","$59,418,613 (Worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
High School,5.9,5908,,"$10,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haven,5.9,5860,115,,,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Incredible Burt Wonderstone,5.9,58043,100,"$30,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Ruins,5.9,57744,93,"$8,000,000","$22,728,043 (Worldwide) (19 June 2008)",USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ted Bundy,5.9,5751,99,"$1,200,000",,UK,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Buying the Cow,5.9,5741,88,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Days of Thunder,5.9,57201,107,"$60,000,000","$165,900,000 (Worldwide)",USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21 & Over,5.9,57029,93,"$13,000,000","$45,582,380 (Worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Futureworld,5.9,5672,108,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Shaft,5.9,56385,99,"$46,000,000","$107,196,498 (Worldwide) (28 July 2012)",Germany,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sleep Dealer,5.9,5604,90,"$2,500,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"Peace, Love, & Misunderstanding",5.9,5592,96,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ladies vs. Ricky Bahl,5.9,5551,140,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
One Night Stand,5.9,5524,102,"$24,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
T?rkisch f?r Anf?nger,5.9,5490,105,,,Germany,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Someone Marry Barry,5.9,5485,87,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roll Bounce,5.9,5459,112,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Postman,5.9,53683,177,"$80,000,000",,USA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Texas Chainsaw Massacre: The Beginning,5.9,53679,91,"$16,000,000","$51,764,406 (worldwide)",USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Patiala House,5.9,5244,,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
First Knight,5.9,52408,134,"$55,000,000","$127,600,435 (worldwide)",USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Wer,5.9,5113,89,,,USA,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Ne te retourne pas,5.9,5079,,,,France,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Loverboy,5.9,5078,98,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm Warning,5.9,5062,86,,,Australia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kingu Kongu tai Gojira,5.9,5060,,,,Japan,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Las aventuras de Tadeo Jones,5.9,5041,92,,,Spain,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Best of Times,5.9,5012,104,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fear X,5.9,4919,,"$6,600,000",,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Madeline,5.9,4846,88,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digimon: The Movie,5.9,4828,,"$5,000,000","$16,643,191 (Worldwide) (2001)",USA,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Angry Video Game Nerd: The Movie,5.9,4801,115,"$325,927",,USA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nothing in Common,5.9,4777,118,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"The Karate Kid, Part II",5.9,47613,113,,,USA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Vertical Limit,5.9,47604,124,"$75,000,000","$215,663,859 (worldwide)",USA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Last Five Years,5.9,4701,94,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
The Haunting in Connecticut,5.9,46859,92,,"$77,527,732 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Burning Bright,5.9,4675,86,,,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Finding Fanny,5.9,4657,102,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dream a Little Dream,5.9,4642,114,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Wild Bill,5.9,4600,98,"$30,000,000",,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Car Wash,5.9,4567,97,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Something Borrowed,5.9,45582,,"$35,000,000","$65,090,821 (Worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Mum & Dad,5.9,4539,84,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Wrong Cops,5.9,4537,83,,,France,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanctum,5.9,45367,108,"$30,000,000","$108,943,221 (Worldwide) (19 October 2011)",USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Premature,5.9,4534,93,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,5.9,4528,96,,,France,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Possession,5.9,44885,92,"$14,000,000","$85,446,075 (Worldwide)",USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Asterix in America,5.9,4485,85,,,Germany,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Peacemaker,5.9,44816,124,"$50,000,000","$110,463,140 (worldwide)",USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
G?ten Ragnarok,5.9,4478,100,,,Norway,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Walker,5.9,4442,108,"$10,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Moon Over Parador,5.9,4390,103,"$20,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dream House,5.9,43288,92,"$55,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Houseguest,5.9,4317,113,"$10,500,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soldier,5.9,42800,99,"$75,000,000",,UK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Born in East L.A.,5.9,4270,85,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekken: Buraddo benjensu,5.9,4249,,,,Japan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hey Arnold! The Movie,5.9,4236,76,"$10,000,000",,USA,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Angel,5.9,4225,113,"$15,000,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Flesh for Frankenstein,5.9,4165,95,"$450,000",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dark Horse,5.9,4130,86,"$2,000,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Holy Rollers,5.9,4103,89,"$1,000,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Goats,5.9,4072,,"$5,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Neighbours,5.9,4071,,,,Canada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Extra Man,5.9,4033,108,"$7,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wish You Were Here,5.9,4033,89,,,Australia,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
S.F.W.,5.9,4017,96,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wassup Rockers,5.9,4016,,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Center of the World,5.9,3967,88,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Curdled,5.9,3958,88,"$2,309,723",,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Joe Dirt,5.9,39477,91,"$17,700,000",,USA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Supercondriaque,5.9,3944,107,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankie Go Boom,5.9,3943,89,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audrey Rose,5.9,3910,113,,,USA,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Even Money,5.9,3895,113,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dead Man's Curve,5.9,3880,91,"$1,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
Class Act,5.9,3821,98,"$7,500,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unforgettable,5.9,3802,117,"$18,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
Monster Man,5.9,3767,95,"$4,000,000",,USA,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Le boulet,5.9,3757,107,,,France,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Child,5.9,37411,94,"$25,000,000",,USA,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
My Science Project,5.9,3730,94,,,USA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
There Be Dragons,5.9,3723,122,"$36,000,000",,Spain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3000 Miles to Graceland,5.9,36969,125,"$42,000,000",,USA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
High Road to China,5.9,3664,105,"$19,000,000","$50,000,000 (worldwide) (1983)",USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Nine,5.9,36380,118,"$80,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"Welcome Home, Roxy Carmichael",5.9,3627,95,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Men with Brooms,5.9,3621,102,"$7,500,000",,Canada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Without a Paddle,5.9,36043,95,"$19,000,000",,USA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Hunted,5.9,3557,106,,,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
My Best Friend's Girl,5.9,35541,101,"$40,000,000","$41,622,502 (Worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tower Block,5.9,3548,90,,,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mimic,5.9,35250,112,"$25,000,000",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3 Men and a Baby,5.9,35039,102,"$11,000,000",,USA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
La casa sperduta nel parco,5.9,3503,91,,,Italy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Hamilton,5.9,3473,127,,,Sweden,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dracula A.D. 1972,5.9,3427,,,,UK,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Dare,5.9,3414,,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Chernaya Molniya,5.9,3414,102,"$15,000,000",,Russia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Late Phases,5.9,3381,96,,,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Barry Munday,5.9,3377,95,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Number Seventeen,5.9,3346,66,,,UK,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Adieu au langage,5.9,3316,70,,,Switzerland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gone,5.9,32798,,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Nautanki Saala!,5.9,3257,119,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guess Who,5.9,32561,105,"$35,000,000","$103,075,949 (worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pola X,5.9,3255,134,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Slow Burn,5.9,3252,,"$15,500,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Lookalike,5.9,3239,100,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Return from Witch Mountain,5.9,3237,95,,,USA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Chennai Express,5.9,32243,141,,,India,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Saving Silverman,5.9,32180,90,"$22,000,000",,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gold Diggers: The Secret of Bear Mountain,5.9,3216,94,,,Canada,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Harvest,5.9,3214,104,,,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Kovak Box,5.9,3207,,,,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Two Thousand Maniacs!,5.9,3162,83,"$65,000",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kingdom of the Spiders,5.9,3147,97,"$500,000",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The New Adventures of Pippi Longstocking,5.9,3147,,"$5,000,000",,Sweden,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Vegas Vacation,5.9,31413,93,"$25,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Canyon,5.9,3140,,"$10,000,000",,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Morozko,5.9,3124,84,,,Soviet Union,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
It Came from Beneath the Sea,5.9,3115,79,,,USA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Spread,5.9,31148,97,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Matti,5.9,3096,135,,,Finland,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Baby's Day Out,5.9,30699,99,"$50,000,000",,USA,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Happy Feet Two,5.9,30365,,"$130,000,000","$150,406,466 (Worldwide)",Australia,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Regression,5.9,3029,106,,,Spain,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Turk 182!,5.9,3020,102,,,USA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Teachers,5.9,3012,107,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Murphy's Law,5.9,3010,100,"$6,000,000",,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Prince & Me,5.9,29982,111,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Cat from Outer Space,5.9,2996,104,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Welp,5.9,2989,84,,,Belgium,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Judwaa,5.9,2988,138,,,India,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Beautiful Creatures,5.9,2978,86,,,UK,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Afterwards,5.9,2977,,"$15,400,000",,Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Swing Shift,5.9,2952,100,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
After.Life,5.9,29322,,"$4,500,000","$3,606,395 (Worldwide) (14 August 2011)",USA,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
The Passion of Darkly Noon,5.9,2927,100,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Campfire Tales,5.9,2918,88,,,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rich and Strange,5.9,2917,,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A Thousand Words,5.9,29058,91,"$40,000,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Silent Fall,5.9,2902,,"$30,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Blaze,5.9,2890,120,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wanted: Dead or Alive,5.9,2889,106,,,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Ant Bully,5.9,28827,88,"$50,000,000","$55,181,129 (Worldwide) (30 June 2007)",USA,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Manuale d'am3re,5.9,2875,125,,,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Target,5.9,2824,117,,,USA,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Nine 1/2 Weeks,5.9,28004,117,"$17,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Halloween 4: The Return of Michael Myers,5.9,27993,88,"$5,000,000",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Le jaguar,5.9,2787,100,,,France,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weather Girl,5.9,2783,92,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Deerfield,5.9,2766,124,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Red Tails,5.9,27577,,"$58,000,000","$50,365,498 (Worldwide)",USA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
La b?te,5.9,2755,93,,,France,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Friday the 13th: The Final Chapter,5.9,27523,91,"$1,800,000",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Captain Corelli's Mandolin,5.9,27219,131,"$57,000,000","$62,112,895 (Worldwide)",UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Stay,5.9,2708,87,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Crime + Punishment in Suburbia,5.9,2647,100,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Fase 7,5.9,2645,95,,,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Blood,5.9,2644,92,,,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gojira tai Hedor?,5.9,2643,85,,,Japan,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Aggression Scale,5.9,2641,85,,,USA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ash Wednesday,5.9,2634,99,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D2: The Mighty Ducks,5.9,26291,106,,,USA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Escort,5.9,2614,88,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Commando,5.9,2612,174,,,India,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switching Channels,5.9,2606,105,"$18,000,000",,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Splendor,5.9,2590,93,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Wonderful,5.9,2586,98,"$13,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
School for Scoundrels,5.9,25604,100,"$20,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singh Is Bliing,5.9,2559,140,,,India,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Father of the Bride Part II,5.9,25265,106,"$30,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2,5.9,25232,98,"$8,000,000",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
In-lyu-myeol-mang-bo-go-seo,5.9,2521,115,"$5,000,000",,South Korea,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Vendetta,5.9,2515,106,,,UK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blue Like Jazz,5.9,2513,108,"$1,200,000",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Free Zone,5.9,2502,90,"$1,234,567","$236,520 (Worldwide) (9 July 2006)",Israel,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K-9,5.9,24791,101,,"$78,247,647 (worldwide)",USA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Must Love Dogs,5.9,24660,98,"$30,000,000",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prison,5.9,2466,102,"$1,300,000",,USA,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Perfect Weapon,5.9,2462,,"$10,000,000",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dragnet,5.9,24581,106,"$20,000,000","$66,673,516 (worldwide)",USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garage Days,5.9,2456,105,"$6,000,000",,Australia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Small Town Murder Songs,5.9,2449,75,,,Canada,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
