Index,Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
1375,Los Angeles Plays Itself,8,1305,169,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,Lonesome,8,1304,69,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1377,Planet of the Apes,8,130281,112,"$5,800,000 ",,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1378,Disorder in the Court,8,1300,16,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1379,The Awful Truth,8,12954,91,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1380,The Stoning of Soraya M.,8,12845,,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1381,Ascenseur pour l'?chafaud,8,12821,91,,,France,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1382,Helpmates,8,1278,20,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1383,Chashme Buddoor,8,1270,145,,,India,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1384,Ochazuke no aji,8,1267,,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1385,Anvil: The Story of Anvil,8,12624,80,,,Canada,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1386,Earth,8,12618,90,,"$108,975,160 (worldwide)",UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,Tholi Prema,8,1246,146,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1388,Cain and Mabel,8,1226,90,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1389,Kovasikajuttu,8,1211,85,,,Finland,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1390,The Iron Giant,8,120002,86,"$48,000,000 ","$80,000,000 (Worldwide)",USA,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1391,Playtime,8,11956,124,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,Harry Potter and the Forbidden Journey,8,1194,,,,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1393,Prahaar: The Final Attack,8,1191,166,,,India,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1394,Fast and Furry-ous,8,1188,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1395,Towed in a Hole,8,1187,21,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1396,Bowling for Columbine,8,118645,120,"$4,000,000 ",,Canada,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1397,The Man from Earth,8,118609,87,"$200,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1398,When We Were Kings,8,11708,88,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,Lifted,8,11681,5,,,USA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1400,Living Legends,8,1162,100,"$280,000 ","$461,421 (worldwide) (1 April 2015)",Bulgaria,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1401,Donald's Snow Fight,8,1161,7,,,USA,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1402,Amy,8,11586,128,,,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,Genghis Blues,8,1142,88,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,Tonight or Never,8,1141,80,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1405,Charlie: The Life and Art of Charles Chaplin,8,1139,132,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,The Dawn Patrol,8,1139,108,"$611,722 ",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1407,Future by Design,8,1132,,"$250,000 ",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1408,The Dam Keeper,8,1130,18,,,USA,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1409,El esp?ritu de la colmena,8,11293,97,,,Spain,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1410,Ramana,8,1124,,,,India,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1411,Eega,8,11061,145,,,India,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1412,Most,8,1105,32,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1413,Why Change Your Wife?,8,1104,90,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1414,La boh?me,8,1103,95,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1415,Indiscreet,8,1096,92,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1416,Monsieur Verdoux,8,10922,124,"$2,000,000 ",,USA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1417,El Naser Salah el Dine,8,1090,175,,,Egypt,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1418,Klass,8,10883,99,,,Estonia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1419,JFK,8,108499,189,"$40,000,000 ","$205,405,498 (Worldwide) (18 August 2012)",France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1420,Nagaya shinshiroku,8,1080,,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1421,T?ky? orinpikku,8,1075,170,,,Japan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,Les mis?rables,8,1072,,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1423,Utomlyonnye solntsem,8,10696,135,"$2,800,000 ",,Russia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1424,Hoje Eu Quero Voltar Sozinho,8,10668,96,,,Brazil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1425,Becket,8,10641,148,"$3,000,000 ",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1426,The Affairs of Anatol,8,1064,,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1427,Bang Bang You're Dead,8,10627,87,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1428,Proverka na dorogakh,8,1053,96,,,Soviet Union,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1429,Get Thrashed,8,1052,100,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,Chambaili,8,1049,133,"$110,000 ",,Pakistan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1431,La religieuse,8,1048,135,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1432,Szaffi,8,1040,76,,,Hungary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1433,High Diving Hare,8,1036,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1434,The Night Before Christmas,8,1033,9,,,USA,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1435,Marley,8,10278,144,,,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,La grande vadrouille,8,10259,132,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1437,Mouse Trouble,8,1017,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1438,Le peuple migrateur,8,10151,98,,,France,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,Intolerance: Love's Struggle Throughout the Ages,8,10123,163,"$385,907 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1440,This Is Spinal Tap,8,100949,82,"$2,500,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,The Trespasser,8,1009,90,"$725,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1442,Saving Face,8,1002,40,,,USA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1443,"Kaasua, komisario Palmu!",8,1002,94,,,Finland,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1444,'Breaker' Morant,7.9,9904,107,,,Australia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1445,Cocaine Cowboys,7.9,9900,152,,,USA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,L'Atalante,7.9,9877,89,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1447,Miller's Crossing,7.9,98717,115,"$14,000,000 ",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1448,Glory,7.9,98328,122,"$18,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1449,One Man Band,7.9,9781,4,,,USA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1450,The Train,7.9,9544,133,"$6,700,000 ",,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1451,Life Itself,7.9,9502,120,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,Lakshya,7.9,9376,186,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1453,Spartacus,7.9,93051,184,"$12,000,000 ","$60,000,000 (Worldwide) (1 January 1998)",USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1454,The Bad and the Beautiful,7.9,9283,118,"$1,558,000 ","$3,373,000 (Worldwide) (1963)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1455,Scarlet Street,7.9,9239,103,"$1,202,007 ",,USA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1456,Tampopo,7.9,9030,114,,,Japan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1457,The Hill,7.9,8995,123,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1458,The Roaring Twenties,7.9,8864,106,,,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1459,Seven Days in May,7.9,8864,118,"$2,200,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1460,Microcosmos: Le peuple de l'herbe,7.9,8813,80,,,France,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,3 Women,7.9,8599,124,"$1,500,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1462,Before Midnight,7.9,85711,109,,"$23,380,979 (worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1463,Days of Wine and Roses,7.9,8544,117,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1464,Once,7.9,85413,85,,,Ireland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1465,The Fall,7.9,84598,117,,,USA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1466,Fury,7.9,8348,92,,,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1467,Avatar,7.9,831520,178,"$237,000,000 ","$2,787,965,087 (Worldwide) (13 February 2015)",USA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1468,Das Testament des Dr. Mabuse,7.9,8238,122,,,Germany,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,Jeux interdits,7.9,8162,86,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1470,Die Ehe der Maria Braun,7.9,8157,120,,,West Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1471,La vie d'Ad?le,7.9,79769,179,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1472,The Hunchback of Notre Dame,7.9,7725,117,"$1,800,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1473,Gimme Shelter,7.9,7706,91,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1474,Elmer Gantry,7.9,7670,146,"$3,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1475,Bonnie and Clyde,7.9,75540,111,"$2,500,000 ","$70,000,000 (Worldwide) (January 1973)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1476,Un proph?te,7.9,74829,155,,,France,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1477,Mein liebster Feind - Klaus Kinski,7.9,7454,95,,,Germany,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,Il vangelo secondo Matteo,7.9,7310,137,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
