Index,Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
12032,Invaders from Mars,6.5,4798,78,"$290,000 ",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12033,Halloween II,6.5,47934,92,"$2,500,000 ","$25,533,818 (Worldwide) (30 October 1981)",USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12034,Europa Report,6.5,47838,97,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12035,Basic,6.5,47828,98,"$50,000,000 ",,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
12036,A Star Is Born,6.5,4782,139,"$6,000,000 ","$88,870,102 (worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12037,Ladder 49,6.5,47497,115,"$55,000,000 ","$102,332,848 (Worldwide) (30 June 2005)",USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12038,Let's Make Love,6.5,4744,119,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12039,Benvenuti al sud,6.5,4743,102,,,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12040,Star Wars: Episode I - The Phantom Menace,6.5,468901,136,"$115,000,000 ","$506,618,295 (Worldwide) (25 February 2012)",USA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12041,Sin noticias de Dios,6.5,4687,,,,Spain,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12042,Horns,6.5,46839,120,,,USA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
12043,Crime Spree,6.5,4634,,"$10,000,000 ",,UK,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12044,The Blood of Heroes,6.5,4630,90,,,Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12045,Blast from the Past,6.5,46269,112,"$35,000,000 ","$40,246,517 (worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
12046,Nochnoy dozor,6.5,45984,114,"$4,200,000 ","$31,933,365 (Worldwide) (13 February 2006)",Russia,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12047,Beyond the Law,6.5,4583,108,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12048,The Replacements,6.5,45823,118,"$50,000,000 ","$50,054,511 (Worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12049,Far and Away,6.5,45516,140,"$60,000,000 ","$137,783,840 (Worldwide)",USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
12050,Ajnabee,6.5,4545,165,,,India,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12051,The Witches of Eastwick,6.5,45111,118,"$22,000,000 ",,USA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12052,Cass,6.5,4490,108,,,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12053,She's Gotta Have It,6.5,4485,84,"$175,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12054,FairyTale: A True Story,6.5,4475,99,,,UK,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
12055,Our Man Flint,6.5,4469,108,"$3,525,000 ","$28,231,000 (worldwide)",USA,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12056,Mosura tai Gojira,6.5,4461,89,,,Japan,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12057,Strictly Sexual,6.5,4399,100,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12058,Al di l? delle nuvole,6.5,4374,112,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12059,Secret Admirer,6.5,4373,90,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12060,Popul?rmusik fr?n Vittula,6.5,4371,,,,Sweden,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12061,Out of Time,6.5,43696,105,"$50,000,000 ",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12062,Chup Chup Ke,6.5,4330,164,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12063,Stand Up Guys,6.5,43074,,"$15,000,000 ",,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12064,Legend,6.5,42901,94,"$30,000,000 ",,USA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12065,Step Up Revolution,6.5,42797,99,"$33,000,000 ","$165,552,290 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12066,The Impostors,6.5,4275,101,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12067,I racconti di Canterbury,6.5,4269,,,,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12068,The Awakening,6.5,42573,107,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12069,Casanova,6.5,42524,112,,,USA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12070,Cadence,6.5,4222,97,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12071,"Love, Honour and Obey",6.5,4215,103,,,UK,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12072,Red's Dream,6.5,4210,4,,,USA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12073,The Man Who Sued God,6.5,4201,97,,,Australia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12074,Cry-Baby,6.5,41932,85,"$11,000,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12075,Chaos,6.5,41922,106,"$20,000,000 ",,Canada,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12076,Session 9,6.5,41919,100,"$1,500,000 ",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12077,Crime d'amour,6.5,4184,106,,,France,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12078,Phantom of the Opera,6.5,4171,92,"$1,500,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
12079,Super Fly,6.5,4167,93,,,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12080,Pennies from Heaven,6.5,4111,108,"$22,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
12081,Diabolik,6.5,4094,,"$400,000 ",,Italy,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12082,Short Circuit,6.5,40728,98,,,USA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12083,De Heineken ontvoering,6.5,4041,127,,,Netherlands,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12084,Cahill U.S. Marshal,6.5,4038,103,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12085,Music from Another Room,6.5,4017,104,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12086,Glorious 39,6.5,4009,,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
12087,She Done Him Wrong,6.5,3970,66,"$200,000 ",,USA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
12088,Yi ge ren de wu lin,6.5,3953,100,"$25,000,000 ",,China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12089,Nativity!,6.5,3949,,,,UK,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12090,Mio min Mio,6.5,3928,99,,,Sweden,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12091,There's No Business Like Show Business,6.5,3892,117,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
12092,Paper Towns,6.5,38784,109,"$12,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
12093,American Teen,6.5,3819,95,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12094,Haggard,6.5,3797,96,"$500,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12095,All Over the Guy,6.5,3792,95,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12096,Weirdsville,6.5,3780,,,,Canada,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12097,Around the Bend,6.5,3765,,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12098,The Last Kiss,6.5,37546,115,"$20,000,000 ",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12099,Snowroller - S?llskapsresan II,6.5,3740,91,,,Sweden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12100,The Watcher in the Woods,6.5,3739,84,,,USA,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
12101,Le capital,6.5,3738,114,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12102,8 Seconds,6.5,3724,105,"$7,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12103,French Kiss,6.5,37103,111,,"$101,982,854 (worldwide)",UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12104,El Ni?o,6.5,3697,136,,,Spain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12105,Mischief,6.5,3688,,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12106,Q & A,6.5,3672,132,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12107,The Good Girl,6.5,36672,93,"$5,000,000 ",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12108,Abbott and Costello Meet the Mummy,6.5,3643,79,"$738,000 ",,USA,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12109,Can't Hardly Wait,6.5,36321,100,"$10,000,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12110,Once Upon a Forest,6.5,3629,71,,,UK,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12111,Hellfighters,6.5,3599,121,,,USA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12112,Banlieue 13: Ultimatum,6.5,35947,101,,,France,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12113,J?garna 2,6.5,3568,129,,,Sweden,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12114,Acci?n mutante,6.5,3559,90,"$2,500,000 ",,Spain,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12115,Separate Lies,6.5,3553,85,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
12116,The Poker House,6.5,3540,93,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12117,Geography Club,6.5,3529,84,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12118,The Hangover Part II,6.5,352428,102,"$80,000,000 ","$586,764,305 (Worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12119,Groove,6.5,3494,86,"$500,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12120,Asylum,6.5,3463,88,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12121,Ferrari Ki Sawaari,6.5,3461,,,,India,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12122,Ricordati di me,6.5,3449,125,,,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12123,Invincible,6.5,3425,,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12124,Tortilla Soup,6.5,3423,102,,"$4,574,762 (Worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12125,In Her Skin,6.5,3411,107,,,Australia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12126,Killers,6.5,3409,137,,,Indonesia,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12127,Once Around,6.5,3407,115,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12128,A Walk in the Woods,6.5,3403,104,,,USA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12129,Watching the Detectives,6.5,3399,,"$2,000,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12130,Frankie & Alice,6.5,3391,,,,Canada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12131,Renoir,6.5,3389,111,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12132,Mere Dad Ki Maruti,6.5,3386,101,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12133,Gin-iro no kami no Agito,6.5,3384,,,,Japan,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
12134,The Incredibly True Adventure of Two Girls in Love,6.5,3384,94,"$250,000 ",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12135,Un bonheur n'arrive jamais seul,6.5,3345,110,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12136,Kaante,6.5,3341,,,,India,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12137,Grupo 7,6.5,3318,96,,,Spain,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12138,Sissi - Schicksalsjahre einer Kaiserin,6.5,3303,109,,,Austria,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12139,Land of Plenty,6.5,3294,123,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12140,The Comedy,6.5,3289,95,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12141,El Ott,6.5,3284,92,,,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12142,Stake Land,6.5,32820,98,"$650,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12143,Un amour de jeunesse,6.5,3265,110,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12144,The Drowning Pool,6.5,3258,108,,,USA,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12145,Best Seller,6.5,3257,95,,,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12146,Robin and the 7 Hoods,6.5,3233,123,,,USA,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12147,Carry on Camping,6.5,3225,88,,,UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12148,Self/less,6.5,32197,117,"$26,000,000 ",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
12149,Mr. & Mrs. Smith,6.5,321838,126,"$120,000,000 ","$478,207,520 (worldwide)",USA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12150,The Joneses,6.5,31930,96,"$5,000,000 ",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12151,Spiral,6.5,3188,,"$1,500,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12152,H?k?met Kadin,6.5,3160,,,,Turkey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12153,Mystery Road,6.5,3153,121,,,Australia,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12154,The Devil's Carnival,6.5,3153,56,"$500,000 ",,USA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12155,War of the Worlds,6.5,315164,116,"$132,000,000 ","$591,745,540 (worldwide)",USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12156,Ta-weo,6.5,3138,,,,South Korea,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12157,Fung wan: Hung ba tin ha,6.5,3136,128,"$10,000,000 ",,Hong Kong,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12158,Elefante blanco,6.5,3131,105,,,Argentina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12159,The Gorgon,6.5,3128,83,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12160,The Secret Lives of Dentists,6.5,3124,104,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12161,The Horse Whisperer,6.5,31012,170,"$60,000,000 ","$186,883,563 (worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
12162,Deranged,6.5,3094,82,"$200,000 ",,Canada,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12163,Vares - yksityisetsiv?,6.5,3090,,,,Finland,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12164,The Other Side of Heaven,6.5,3084,113,"$7,000,000 ","$4,760,014 (Worldwide) (12 March 2003)",USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12165,Nokas,6.5,3078,87,,,Norway,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12166,Jonah: A VeggieTales Movie,6.5,3052,82,"$15,000,000 ",,USA,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
12167,The Water Horse,6.5,30325,112,"$40,000,000 ","$98,084,980 (Worldwide) (5 April 2008)",New Zealand,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12168,The Double,6.5,30293,93,,,UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12169,The Girl in the Park,6.5,3029,110,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12170,Bandolero!,6.5,3024,106,"$4,450,000 ","$12,000,000 (worldwide) (1968)",USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
12171,9 mois ferme,6.5,3009,82,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12172,Kissed,6.5,3008,78,,,Canada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12173,Ejder Kapani,6.5,2998,135,,,Turkey,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12174,Post Tenebras Lux,6.5,2994,115,,,Mexico,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12175,Die weisse Massai,6.5,2994,131,,,Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12176,El sexo de los ?ngeles,6.5,2987,105,,,Spain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12177,Byzantium,6.5,29740,118,,,UK,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
12178,Melody Time,6.5,2973,,,,USA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12179,Touchback,6.5,2956,118,"$5,000,000 ",,USA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
12180,The Glass Bottom Boat,6.5,2951,110,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12181,Shrek 4-D,6.5,2951,13,,,USA,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
12182,Gunless,6.5,2946,89,,,Canada,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12183,Middle of Nowhere,6.5,2944,,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12184,The Da Vinci Code,6.5,294271,174,"$125,000,000 ","$758,239,851 (Worldwide) (25 November 2011)",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12185,Scouts Guide to the Zombie Apocalypse,6.5,2924,93,"$15,000,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12186,Love Object,6.5,2915,,"$1,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
12187,Please Don't Eat the Daisies,6.5,2914,112,,,USA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12188,Singam,6.5,2908,,,"INR 750,000,000 (Worldwide) (2010)",India,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12189,The Cheap Detective,6.5,2907,92,,,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
12190,Phoenix,6.5,2906,107,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12191,Burning Man,6.5,2899,110,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12192,Dnevnoy dozor,6.5,28951,132,"$4,200,000 ",,Russia,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12193,Annie,6.5,28834,126,"$50,000,000 ",,USA,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
12194,Fun with Dick and Jane,6.5,2883,95,"$3,000,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12195,Takeshis',6.5,2862,108,,,Japan,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12196,The Shaggy Dog,6.5,2861,104,,,USA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12197,Hellbound: Hellraiser II,6.5,28596,97,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12198,Mean Machine,6.5,28413,99,,"$7,310,206 (Worldwide)",UK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12199,Alice in Wonderland,6.5,283357,108,"$200,000,000 ","$1,025,467,110 (worldwide)",USA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12200,Hollywoodland,6.5,28315,126,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
12201,Godzilla,6.5,283059,123,"$160,000,000 ","$529,076,069 (worldwide)",USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12202,Buck Rogers in the 25th Century,6.5,2826,89,"$3,500,000 ",,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12203,The Inbetweeners 2,6.5,28013,96,,"$65,000,000 (worldwide)",UK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12204,The Hand That Rocks the Cradle,6.5,28002,110,"$11,700,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12205,Africa Screams,6.5,2786,79,,,USA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12206,Choke,6.5,27846,92,"$3,000,000 ","$3,982,459 (Worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12207,Downhill Racer,6.5,2773,101,"$1,600,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12208,Tracker,6.5,2759,102,"$6,500,000 ",,New Zealand,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12209,Jolene,6.5,2731,121,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12210,The Four Feathers,6.5,27251,132,"$35,000,000 ",,UK,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
12211,Moebiuseu,6.5,2709,89,,,South Korea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12212,Long de xin,6.5,2703,,,,Hong Kong,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12213,Caccia alla volpe,6.5,2677,103,,,Italy,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12214,Drop Dead Gorgeous,6.5,26508,97,"$10,000,000 ",,Germany,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12215,Little Secrets,6.5,2645,96,"$2,500,000 ",,USA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12216,La princesse de Montpensier,6.5,2641,139,,,France,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12217,The Missing,6.5,26352,154,"$60,000,000 ",,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12218,Hamari Adhuri Kahaani,6.5,2632,129,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12219,Instinct,6.5,26234,126,"$55,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12220,Jopog manura,6.5,2616,,,,South Korea,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12221,Melinda and Melinda,6.5,26149,99,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12222,Den osynlige,6.5,2590,101,,,Sweden,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
12223,Max Dugan Returns,6.5,2587,98,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12224,Yi boh lai beng duk,6.5,2583,98,,,Hong Kong,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12225,The Rise,6.5,2570,108,,,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12226,The Public Eye,6.5,2570,99,,,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
